epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,344.555,0.42484,0.3474,0.97198,0.9214,0.9256,0.97378,0.94911,0.25977,0.24013,0.85143,0.000521727,0.000521727,0.000521727
35,354.304,0.41264,0.34585,0.96184,0.89327,0.955,0.99462,0.9404,0.29392,0.24749,0.86656,0.000517325,0.000517325,0.000517325
36,364.168,0.41809,0.34836,0.96556,0.88317,0.95797,0.91076,0.87939,0.25242,0.22123,0.83822,0.000512923,0.000512923,0.000512923
37,373.935,0.41014,0.34189,0.96338,0.95602,0.93742,0.9814,0.94405,0.26269,0.2235,0.85288,0.000508521,0.000508521,0.000508521
38,383.708,0.41008,0.33141,0.95787,0.86311,0.99092,0.9779,0.94276,0.27621,0.2325,0.85509,0.000504119,0.000504119,0.000504119
39,393.535,0.41066,0.34654,0.96274,0.93498,0.96667,0.98536,0.95468,0.25502,0.21372,0.83976,0.000499716,0.000499716,0.000499716
40,403.635,0.39987,0.32369,0.95935,0.88909,0.97552,0.92786,0.90741,0.24534,0.20977,0.83686,0.000495314,0.000495314,0.000495314
41,413.481,0.39651,0.32005,0.95622,0.92135,0.96154,0.89395,0.86004,0.28247,0.24131,0.8653,0.000490912,0.000490912,0.000490912
42,423.404,0.41636,0.33414,0.96312,0.91341,0.94628,0.91014,0.87697,0.27484,0.2353,0.86358,0.00048651,0.00048651,0.00048651
43,433.143,0.41154,0.33655,0.96411,0.90441,0.96171,0.95982,0.94133,0.24022,0.22231,0.83567,0.000482108,0.000482108,0.000482108
44,442.961,0.40135,0.32977,0.95531,0.90219,0.96476,0.90379,0.88338,0.24942,0.20876,0.83757,0.000477705,0.000477705,0.000477705
45,452.71,0.40413,0.33209,0.95714,0.84583,0.93333,0.88023,0.85881,0.2478,0.22404,0.84058,0.000473303,0.000473303,0.000473303
46,462.456,0.4043,0.32793,0.95686,0.87344,0.92821,0.9004,0.87918,0.24194,0.21809,0.83659,0.000468901,0.000468901,0.000468901
47,472.139,0.39868,0.32574,0.95385,0.91385,0.98812,0.92572,0.90383,0.24261,0.22504,0.84047,0.000464499,0.000464499,0.000464499
48,481.989,0.39726,0.32006,0.95665,0.91936,0.92845,0.90701,0.88606,0.25118,0.22905,0.84404,0.000460097,0.000460097,0.000460097
49,491.701,0.38631,0.31424,0.94819,0.9121,0.92903,0.91031,0.88085,0.26115,0.21065,0.84576,0.000455694,0.000455694,0.000455694
50,501.834,0.38746,0.31568,0.94763,0.90127,0.96323,0.94512,0.91332,0.24261,0.2149,0.84045,0.000451292,0.000451292,0.000451292
51,511.777,0.40245,0.3301,0.95767,0.90655,0.92563,0.90328,0.88099,0.24815,0.2208,0.84098,0.00044689,0.00044689,0.00044689
52,521.644,0.39037,0.31545,0.95021,0.90402,0.95829,0.94345,0.91779,0.24444,0.20123,0.83477,0.000442488,0.000442488,0.000442488
53,531.552,0.39378,0.31339,0.95226,0.84465,0.93333,0.88342,0.86225,0.2614,0.22117,0.84894,0.000438086,0.000438086,0.000438086
54,541.458,0.38597,0.31348,0.94738,0.91179,0.92886,0.86249,0.84689,0.22179,0.21061,0.82813,0.000433683,0.000433683,0.000433683
55,551.279,0.39153,0.31426,0.95196,0.94618,0.93333,0.95003,0.92609,0.21892,0.1972,0.82811,0.000429281,0.000429281,0.000429281
56,560.991,0.38107,0.29984,0.94729,0.91757,0.96154,0.92001,0.90244,0.2278,0.19843,0.83466,0.000424879,0.000424879,0.000424879
57,570.85,0.38371,0.30468,0.94391,0.9126,0.95984,0.91144,0.89008,0.23175,0.20018,0.83689,0.000420477,0.000420477,0.000420477
